comment,label,processed_comment
"Ông này thiết kế nội thất giỏi, đẹp không tì vết!",positive,ông thiết_kế nội_thất giỏi đẹp không tì vết
"Bà ấy may quần áo dở, đường chỉ lệch lung tung!",negative,bà ấy may quần_áo dở_đường chỉ lệch lung_tung
"Chị này kể chuyện khá, nhưng chưa đủ cuốn hút.",neutral,chị kể chuyện khá nhưng chưa đủ cuốn_hút
"Anh ấy chơi game hay, rank cao ngất ngưởng!",positive,anh ấy chơi game hay rank cao ngất_ngưởng
"Cô này làm bánh tệ, cháy đen thui!",negative,cô làm bánh_tệ cháy đen_thui
"Bạn này chụp ảnh tốt, nhưng góc hơi đơn điệu.",neutral,bạn chụp ảnh tốt nhưng góc hơi đơn_điệu
"Chú ấy làm vườn giỏi, cây nào cũng xanh mướt!",positive,chú ấy làm_vườn giỏi cây nào xanh mướt
"Bà này dạy yoga xấu, động tác không chuẩn!",negative,bà dạy yoga xấu động_tác không chuẩn
"Anh này viết truyện khá, nhưng kết hơi hụt hẫng.",neutral,anh viết truyện khá nhưng kết_hơi hụt hẫng
"Cô ấy múa ballet hay, động tác mềm mại ghê!",positive,cô ấy múa_ballet hay động_tác mềm_mại ghê
"Anh này sửa máy tính tệ, làm xong còn lag hơn!",negative,anh sửa máy_tính tệ làm xong còn lag hơn
"Chị này làm đồ handmade tốt, nhưng hơi chậm.",neutral,chị làm đồ handmade tốt nhưng hơi chậm
"Cậu này đá cầu giỏi, kỹ thuật siêu đỉnh!",positive,cậu đá cầu giỏi kỹ_thuật siêu_đỉnh
"Bà ấy pha trà dở, đắng nghét luôn!",negative,bà ấy pha trà dở đắng_nghét luôn
"Anh này vẽ graffiti khá, nhưng màu chưa hài hòa.",neutral,anh vẽ graffiti khá nhưng màu chưa hài_hòa
"Chị ấy làm video đỉnh, dựng phim quá chất!",positive,chị ấy làm video đỉnh dựng phim quá chất
"Cô này dạy nấu ăn tệ, hướng dẫn rối rắm!",negative,cô dạy nấu_ăn_tệ hướng_dẫn rối_rắm
"Bạn này chơi violin tốt, nhưng cần thêm hồn.",neutral,bạn chơi violin tốt nhưng cần thêm hồn
"Ông này làm đồ da hay, sản phẩm đẹp lung linh!",positive,ông làm đồ da hay sản_phẩm đẹp lung_linh
"Bà ấy chụp ảnh xấu, toàn out nét!",negative,bà ấy chụp ảnh xấu toàn out nét
"Anh này viết code khá, nhưng cần tối ưu hơn.",neutral,anh viết code khá nhưng cần tối_ưu hơn
"Cô ấy nhảy hip-hop giỏi, phong cách đỉnh cao!",positive,cô ấy nhảy hiphop giỏi phong_cách đỉnh_cao
"Chú này làm mộc tệ, bàn ghế lung lay hết!",negative,chú làm mộc_tệ bàn_ghế lung_lay hết
"Chị này dạy tiếng Anh tốt, nhưng hơi nhanh.",neutral,chị dạy tiếng anh tốt nhưng hơi nhanh
"Anh ấy làm ảo thuật hay, xem mà ngỡ ngàng!",positive,anh ấy làm ảo_thuật hay xem mà ngỡ_ngàng
"Cô này vẽ chân dung dở, không giống người thật!",negative,cô vẽ chân_dung dở không giống người thật
"Bạn này làm đồ gốm khá, nhưng chưa đều tay.",neutral,bạn làm đồ gốm khá nhưng chưa đều tay
"Ông này chơi bóng rổ giỏi, cú ném quá chuẩn!",positive,ông chơi bóng_rổ giỏi cú ném quá chuẩn
"Bà ấy làm bánh mì tệ, khô như đá!",negative,bà ấy làm bánh_mì tệ khô như đá
"Anh này kể chuyện kinh dị tốt, nhưng giọng hơi nhỏ.",neutral,anh kể chuyện kinh_dị tốt nhưng giọng hơi nhỏ
"Chị ấy làm đồ trang sức đỉnh, tinh xảo ghê!",positive,chị ấy làm đồ trang_sức đỉnh tinh_xảo ghê
"Cô này dạy múa xấu, động tác cứng nhắc!",negative,cô dạy múa xấu_động_tác cứng_nhắc
"Cậu này chơi trống khá, nhưng nhịp hơi lệch.",neutral,cậu chơi trống khá nhưng nhịp hơi lệch
"Anh ấy làm phim hoạt hình hay, sáng tạo ghê!",positive,anh ấy làm phim_hoạt_hình hay sáng_tạo ghê
"Bà này pha cà phê tệ, nhạt như nước lã!",negative,bà pha cà_phê tệ_nhạt như nước_lã
"Chị này làm nail tốt, nhưng màu hơi đơn điệu.",neutral,chị làm nail tốt nhưng màu hơi đơn_điệu
"Cậu này chơi bóng chuyền giỏi, phát bóng siêu mạnh!",positive,cậu chơi bóng_chuyền giỏi phát_bóng siêu mạnh
"Anh ấy vẽ tranh sơn dầu dở, màu loang lổ!",negative,anh ấy vẽ tranh_sơn dầu dở_màu loang_lổ
"Cô này dạy yoga khá, nhưng cần thêm năng lượng.",neutral,cô dạy yoga khá nhưng cần thêm năng_lượng
"Ông này làm đồ điện đỉnh, sửa nhanh gọn!",positive,ông làm đồ điện_đỉnh sửa nhanh gọn
"Bà ấy làm đồ ăn vặt tệ, dầu cũ kinh khủng!",negative,bà ấy làm đồ_ăn vặt_tệ dầu cũ kinh_khủng
"Anh này viết blog tốt, nhưng cần thêm hình ảnh.",neutral,anh viết blog tốt nhưng cần thêm hình_ảnh
"Chị ấy múa đương đại hay, cảm xúc dạt dào!",positive,chị ấy múa đương_đại hay cảm_xúc dạt_dào
"Cô này làm tóc xấu, nhuộm hỏng luôn!",negative,cô làm tóc xấu nhuộm hỏng luôn
"Bạn này chơi saxophone khá, nhưng hơi thiếu hơi.",neutral,bạn chơi saxophone khá nhưng hơi thiếu hơi
"Anh ấy làm đồ chơi gỗ giỏi, chi tiết quá đẹp!",positive,anh ấy làm đồ_chơi gỗ giỏi chi_tiết quá đẹp
"Bà này dạy vẽ tệ, hướng dẫn chẳng rõ ràng!",negative,bà dạy vẽ tệ hướng_dẫn chẳng rõ_ràng
"Cậu này làm đồ tái chế tốt, nhưng hơi thô.",neutral,cậu làm đồ tái_chế tốt nhưng hơi thô
"Chị ấy hát opera đỉnh, giọng vang kinh khủng!",positive,chị ấy hát opera đỉnh giọng vang kinh_khủng
"Anh này làm bánh ngọt dở, ngọt gắt luôn!",negative,anh làm bánh ngọt dở_ngọt gắt luôn
"Cô này dạy nhảy khá, nhưng cần thêm sáng tạo.",neutral,cô dạy nhảy khá nhưng cần thêm sáng_tạo
"Ông này chơi cờ vua giỏi, tính nước đi siêu!",positive,ông chơi cờ vua giỏi_tính nước đi siêu
"Bà ấy làm đồ chay tệ, không có vị gì!",negative,bà ấy làm đồ chay_tệ không vị gì
"Anh này làm video reaction tốt, nhưng hơi dài.",neutral,anh làm video reaction tốt nhưng hơi dài
"Chị ấy vẽ tranh thủy mặc hay, đẹp mê hồn!",positive,chị ấy vẽ tranh_thủy mặc hay đẹp mê_hồn
"Cô này làm đồ uống xấu, pha chế lung tung!",negative,cô làm đồ uống xấu pha_chế lung_tung
"Bạn này chơi guitar khá, nhưng cần thêm cảm xúc.",neutral,bạn chơi guitar khá nhưng cần thêm cảm_xúc
"Anh ấy làm đồ nội thất đỉnh, chắc chắn ghê!",positive,anh ấy làm đồ nội_thất_đỉnh chắc_chắn ghê
"Bà này dạy nấu ăn tệ, món nào cũng thất bại!",negative,bà dạy nấu_ăn tệ món nào thất_bại
"Cậu này làm đồ thủ công tốt, nhưng hơi chậm.",neutral,cậu làm đồ thủ_công tốt nhưng hơi chậm
"Chị ấy hát rap giỏi, flow quá chất!",positive,chị ấy hát rap giỏi flow quá chất
"Anh này làm đồ điện tử dở, hỏng ngay ngày đầu!",negative,anh làm đồ_điện_tử dở_hỏng ngay ngày đầu
"Cô này dạy aerobic khá, nhưng động tác hơi khó.",neutral,cô dạy aerobic khá nhưng động_tác hơi khó
"Ông này làm đồ trang trí đỉnh, sáng tạo ghê!",positive,ông làm đồ trang_trí đỉnh sáng_tạo ghê
